part_number,name_en,name_cn,spec_cn,retail_price,fitment
101029-1055,BOLT M8×18,ZS/CP250【E10-5】CG125D超越离合器紧固螺钉M8×18(彩锌),,5.1,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""K2"", ""section"": ""MAGNETO COMP"", ""variant"": null, ""callout_no"": ""5"", ""confidence"": ""high"", ""model_code"": ""K2""}]"
101029-1056,"ROTOR ASSY,MAGNETO",ZS/CP250【E10-6】CG125D磁电机转子组合(12V8极 不带超越离合器),,93.5,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""K2"", ""section"": ""MAGNETO COMP"", ""variant"": null, ""callout_no"": ""6"", ""confidence"": ""high"", ""model_code"": ""K2""}]"
101029-1057,STARTER CLUTCH,ZS/CP250【E10-7】CG200-A水冷超越离合器部件(楔块式),,34,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K4"", ""section"": ""MAGNETO COMP"", ""variant"": ""EPA"", ""callout_no"": ""1.1"", ""confidence"": ""high"", ""model_code"": ""K4""}]"
602014-0019-02,throttle cable L=880/133,油门线,,25.5,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K4"", ""section"": ""K4 EPA"", ""variant"": ""EPA"", ""callout_no"": ""10"", ""confidence"": ""high"", ""model_code"": ""K4""}]"
404003-0016,front brake master cylinder,前大双碟刹上泵,,59.5,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K4"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""1-4"", ""confidence"": ""high"", ""model_code"": ""K4""}]"
404005-0018,front brake oil pipe L=1250,前碟刹油管,,25.5,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K4"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""1-5"", ""confidence"": ""high"", ""model_code"": ""K4""}]"
404006-0025,Front brake lower caliper,前大双碟刹下泵,,59.5,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K4"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""1-6"", ""confidence"": ""high"", ""model_code"": ""K4""}]"
405009-0026,rear bracket,后碟刹支架,,42.5,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K4"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""1-1"", ""confidence"": ""high"", ""model_code"": ""K4""}]"
405004-0024,rear brake master cylinder,后碟刹上泵总成,,51,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K4"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""1-3"", ""confidence"": ""high"", ""model_code"": ""K4""}]"
405006-0014,rear brake oil pipe L=575mm,后碟刹油管,,25.5,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K4"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""1-4"", ""confidence"": ""high"", ""model_code"": ""K4""}]"
405012-0012,Rear brake hydraulic switch L=700,后刹车液压开关,,20.4,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K4"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""1-6"", ""confidence"": ""high"", ""model_code"": ""K4""}]"
401004-0023,spoke 240mm,辐条,,3.4,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K4"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""2-1"", ""confidence"": ""high"", ""model_code"": ""K4""}]"
401004-0024,spoke 240mm,辐条,,3.4,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K4"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""2-2"", ""confidence"": ""high"", ""model_code"": ""K4""}]"
404001-0009-03,rim 1.6*21,铝圈,,132.6,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K4"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""2-3"", ""confidence"": ""high"", ""model_code"": ""K4""}]"
402004-0029,spoke 193mm,辐条,,3.4,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K4"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""2-1"", ""confidence"": ""high"", ""model_code"": ""K4""}]"
402004-0030,spoke 198mm,辐条,,3.4,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K4"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""2-2"", ""confidence"": ""high"", ""model_code"": ""K4""}]"
402001-0015-03,rim 2.15*18,铝圈,,214.2,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K4"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""2-3"", ""confidence"": ""high"", ""model_code"": ""K4""}]"
901001-0047-02,flange axle Φ15*250*M14*1.5mm,法兰轴,,17,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K4"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""12"", ""confidence"": ""high"", ""model_code"": ""K4""}]"
551000-0138-01,frame assy.,车架总成/金工,,935,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K4"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""1"", ""confidence"": ""high"", ""model_code"": ""K4""}]"
555000-0039,Panel bracket,面板上支架,,11.9,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K4"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""23"", ""confidence"": ""high"", ""model_code"": ""K4""}]"
903009-0012,screw M6*16 Φ10,十字盘头机牙螺丝 GB823-88,,3.4,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K4"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""24"", ""confidence"": ""high"", ""model_code"": ""K4""}]"
903009-0012-02,screw M6*16 Φ10(11.1.23~),十字盘头机牙螺丝 GB823-88,,3.4,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K4"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""24"", ""confidence"": ""high"", ""model_code"": ""K4""}]"
903018-0039-02,flange bolt M12*90*1.25(11.1.23~),外六角小头法兰螺栓 GB5787,,10.2,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K4"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""5"", ""confidence"": ""high"", ""model_code"": ""K4""}]"
903008-0027-02,locknut M12*1.25(11.1.23~),六角自锁螺母 GB6185,,5.1,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K4"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""15"", ""confidence"": ""high"", ""model_code"": ""K4""}]"
903013-0004-02,screw M6*12(11.1.23~),内六角圆柱头螺丝 GB70-85,,3.4,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K4"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""6"", ""confidence"": ""high"", ""model_code"": ""K4""}]"
101000-0656,engine assy.,发动机总成,,1666,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K4"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""1"", ""confidence"": ""high"", ""model_code"": ""K4""}]"
407001-0011-02,right footpeg spring Φ18*Φ2.5*H10*3,右脚踏簧,,5.1,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K4"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""9"", ""confidence"": ""high"", ""model_code"": ""K4""}]"
407001-0010-02,right footpeg spring Φ18*Φ2.5*H10*3,左脚踏簧,,5.1,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K4"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""10"", ""confidence"": ""high"", ""model_code"": ""K4""}]"
903002-0007-02,flat washer Φ10*16*1.5(11.1.23~),平垫 GB97.1-85,,3.4,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K4"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""12"", ""confidence"": ""high"", ""model_code"": ""K4""}]"
102000-0094,carburetor,化油器,,110.5,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K4"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""1"", ""confidence"": ""high"", ""model_code"": ""K4""}]"
105003-0031,air inlet pipe Φ50,空滤器进气胶管,,49.3,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K4"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""5"", ""confidence"": ""high"", ""model_code"": ""K4""}]"
106001-0131,exhaust pipe,消音管,,127.5,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K4"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""1"", ""confidence"": ""high"", ""model_code"": ""K4""}]"
903019-0018-02,bolt M8*35(11.1.23~),外六角大头法兰螺栓 GB5789,,5.1,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K4"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""7"", ""confidence"": ""high"", ""model_code"": ""K4""}]"
903012-0004-03,screw TM5*20(11.1.23~),十字大扁头机牙螺丝,,3.4,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K4"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""2"", ""confidence"": ""high"", ""model_code"": ""K4""}]"
903007-0001-03,nut M5(11.1.23~),六角法兰自锁螺母 GB6187-86,,3.4,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K4"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""3"", ""confidence"": ""high"", ""model_code"": ""K4""}]"
805001-0032,fuel tank,油箱总成,,255,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K4"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""1"", ""confidence"": ""high"", ""model_code"": ""K4""}]"
805004-0031,fuel tank switch,油箱开关,,25.5,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K4"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""1-2"", ""confidence"": ""high"", ""model_code"": ""K4""}]"
903020-0003-03,flange bolt M6*16(11.1.23~),六角法兰面台阶螺栓,,3.4,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K4"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""25"", ""confidence"": ""high"", ""model_code"": ""K4""}]"
903010-0009-02,screw ST6.3*16(11.1.23~),十字扁头自攻螺丝 GB845-85,,3.4,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K4"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""17"", ""confidence"": ""high"", ""model_code"": ""K4""}]"
802019-0015,sticker,K4贴花 468胶 新刀版,,93.5,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K4"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""1"", ""confidence"": ""high"", ""model_code"": ""K4""}]"
101029-1757,PIPE ASSY for K4 EPA,ZS/CB250-F 通气管 Z型,,17,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K4"", ""section"": ""CRANKCASE"", ""variant"": ""EPA"", ""callout_no"": ""9"", ""confidence"": ""high"", ""model_code"": ""K4""}]"
303001-0018,C.D.I for K4 EPA,点火器 双插/防水 直流 打刻HYDDC标识/配宗申CB250-F,,30.6,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K4"", ""section"": ""ELECTRIC"", ""variant"": ""EPA"", ""callout_no"": ""2"", ""confidence"": ""high"", ""model_code"": ""K4""}]"
908007-0068,Steering wheel dust cover,方向盘防尘盖,防尘盖黑色 塑料 Φ720*780 三点式卡扣,13.6,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""S70"", ""section"": null, ""variant"": null, ""callout_no"": ""1"", ""confidence"": ""high"", ""model_code"": ""S70""}]"
602001-0022,steering wheel,圆形方向盘,270mm 安装孔距Ф38 3孔均布/带防尘盖,76.5,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""S70"", ""section"": null, ""variant"": null, ""callout_no"": ""3"", ""confidence"": ""high"", ""model_code"": ""S70""}]"
603004-0008,Steering wheel mount,方向盘安装座,兰白锌 L=150 两档调节/孔距Ф38 3孔均布,25.5,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""S70"", ""section"": null, ""variant"": null, ""callout_no"": ""4"", ""confidence"": ""high"", ""model_code"": ""S70""}]"
603004-0005,steering column mount,方向柱安装座,尼龙料 孔Ф20*39,32.3,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""S70"", ""section"": null, ""variant"": null, ""callout_no"": ""7"", ""confidence"": ""high"", ""model_code"": ""S70""}]"
903018-0055,flange bolt,外六角小头法兰螺栓 GB5787,军 绿 M5*20,3.4,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""S70"", ""section"": null, ""variant"": null, ""callout_no"": ""8"", ""confidence"": ""high"", ""model_code"": ""S70""}]"
566000-0021,steering column,转向柱,兰白锌 eS70 Ф20*L=450,42.5,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""S70"", ""section"": null, ""variant"": null, ""callout_no"": ""10"", ""confidence"": ""high"", ""model_code"": ""S70""}]"
903018-0014,bolt,外六角小头法兰螺栓 GB5787,兰白锌 M8*50,5.1,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""EA70"", ""section"": null, ""variant"": null, ""callout_no"": ""5"", ""confidence"": ""high"", ""model_code"": ""EA70""}]"
603004-0006,steering column bush,方向柱平隔套,兰白锌 Ф25*Ф21*H5,8.5,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""S70"", ""section"": null, ""variant"": null, ""callout_no"": ""12"", ""confidence"": ""high"", ""model_code"": ""S70""}]"
603004-0007,steering column fixing bush,方向柱固定套,兰白锌 Ф25*Ф21*H20孔Ф8.5贯穿,8.5,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""S70"", ""section"": null, ""variant"": null, ""callout_no"": ""13"", ""confidence"": ""high"", ""model_code"": ""S70""}]"
405000-0128,rear brake assy.,后制动总成,L=1600 一拖一 424支架,76.5,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""S70"", ""section"": null, ""variant"": null, ""callout_no"": ""1"", ""confidence"": ""high"", ""model_code"": ""S70""}]"
561001-0403,Disc brake pump bracket,碟刹泵支架,82.1*70.9*14.8,13.6,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""S70"", ""section"": null, ""variant"": null, ""callout_no"": ""1-1"", ""confidence"": ""high"", ""model_code"": ""S70""}]"
405008-0023,rear brake pad,后碟刹蹄块,普通 S70专用 孔距68,13.6,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""S70"", ""section"": null, ""variant"": null, ""callout_no"": ""1-2"", ""confidence"": ""high"", ""model_code"": ""S70""}]"
603001-0031,steering pull rod,转向拉杆组件,兰白锌 L=270 鱼眼球头*2,30.6,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""S70"", ""section"": null, ""variant"": null, ""callout_no"": ""1"", ""confidence"": ""high"", ""model_code"": ""S70""}]"
603002-0032-02,right steering knot,右转向节/金工,橘 黄 S70 7字型 轴Ф15*85,34,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""S70"", ""section"": null, ""variant"": null, ""callout_no"": ""2"", ""confidence"": ""high"", ""model_code"": ""S70""}]"
603002-0031-02,left steering knot,左转向节/金工,橘 黄 S70 7字型 轴Ф15*85,34,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""S70"", ""section"": null, ""variant"": null, ""callout_no"": ""3"", ""confidence"": ""high"", ""model_code"": ""S70""}]"
603002-0032-02RA,right steering knot assy,右转向节/金工,橘 黄 S70 7字型 轴Ф15*85,51,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""S70"", ""section"": null, ""variant"": null, ""callout_no"": ""11"", ""confidence"": ""high"", ""model_code"": ""S70""}]"
603002-0031-02LA,left steering knot assy,左转向节/金工,橘 黄 S70 7字型 轴Ф15*85,51,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""S70"", ""section"": null, ""variant"": null, ""callout_no"": ""12"", ""confidence"": ""high"", ""model_code"": ""S70""}]"
907001-0008,bearing,轴承,6002 C&U 人本,10.2,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""S70"", ""section"": null, ""variant"": null, ""callout_no"": ""1"", ""confidence"": ""high"", ""model_code"": ""S70""}]"
401000-0092,front rim,前轮辋,黑 色+橙色 6*2.50 H1.35,51,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""S70"", ""section"": null, ""variant"": null, ""callout_no"": ""2"", ""confidence"": ""high"", ""model_code"": ""S70""}]"
401006-0053,rear tire,后轮外胎,13*5-6 带气门嘴/JK600 骏凯,59.5,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""S70"", ""section"": null, ""variant"": null, ""callout_no"": ""3"", ""confidence"": ""high"", ""model_code"": ""S70""}]"
902001-0150,bush,平衬套,兰白锌 Ф16*22*H44,10.2,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""S70"", ""section"": null, ""variant"": null, ""callout_no"": ""4"", ""confidence"": ""high"", ""model_code"": ""S70""}]"
505002-0013,dust cover gasket,防尘盖垫片,兰白锌 Φ14.3*48*3,8.5,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""S70"", ""section"": null, ""variant"": null, ""callout_no"": ""4"", ""confidence"": ""high"", ""model_code"": ""S70""}]"
903002-0022,flat washer,平垫 GB97.1-85,兰白锌 Φ14.3*24*2,6.8,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""S70"", ""section"": null, ""variant"": null, ""callout_no"": ""6"", ""confidence"": ""high"", ""model_code"": ""S70""}]"
401012-0038L,Front left tire with rim,前左右轮,天洲401000-0092黑色+橙色6*2.5+骏凯JK600轮胎 带气门嘴/13*5-6,110.5,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""S70"", ""section"": null, ""variant"": null, ""callout_no"": ""10"", ""confidence"": ""high"", ""model_code"": ""S70""}]"
401012-0038R,Front right tire with rim,前左右轮,天洲401000-0092黑色+橙色6*2.5+骏凯JK600轮胎 带气门嘴/13*5-6,110.5,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""S70"", ""section"": null, ""variant"": null, ""callout_no"": ""10"", ""confidence"": ""high"", ""model_code"": ""S70""}]"
904001-0006,hinge pin,销轴 GB882-86,兰白锌 Ф10*45*Φ3.4孔 10.9级 孔距40,8.5,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""S70"", ""section"": null, ""variant"": null, ""callout_no"": ""1"", ""confidence"": ""high"", ""model_code"": ""S70""}]"
407001-0015,footrest spring,脚踏扭簧,电泳黑 Ф18*2*5圈,6.8,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""S70"", ""section"": null, ""variant"": null, ""callout_no"": ""2"", ""confidence"": ""high"", ""model_code"": ""S70""}]"
406001-0042-02,Brake pedal,刹车踏板/金工,橘 黄 上走式 S70,25.5,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""S70"", ""section"": null, ""variant"": null, ""callout_no"": ""3"", ""confidence"": ""high"", ""model_code"": ""S70""}]"
567000-0025-01,Throttle pedal,油门脚踏/金工,橘 黄 上走式 S70,25.5,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""S70"", ""section"": null, ""variant"": null, ""callout_no"": ""6"", ""confidence"": ""high"", ""model_code"": ""S70""}]"
602016-0020,cable accelerator,油门拉线,黑色 皮长1754行程25 含防尘堵头 线长1890铝压头Φ6*6,25.5,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""S70"", ""section"": null, ""variant"": null, ""callout_no"": ""7"", ""confidence"": ""high"", ""model_code"": ""S70""}]"
561000-0063-01,frame assy,车架总成/金工,橘 黄 S70 L=1415,637.5,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""S70"", ""section"": null, ""variant"": null, ""callout_no"": ""1"", ""confidence"": ""high"", ""model_code"": ""S70""}]"
568000-0127-02,plate,盖线板,橘 黄 S70 U型 54*115安装孔4*Ф6.5,17,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""S70"", ""section"": null, ""variant"": null, ""callout_no"": ""3"", ""confidence"": ""high"", ""model_code"": ""S70""}]"
705000-0009-02,Rear guard assy,后护架总成/金工,橘 黄 S70 U型 Ф22管 L306,42.5,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""S70"", ""section"": null, ""variant"": null, ""callout_no"": ""5"", ""confidence"": ""high"", ""model_code"": ""S70""}]"
505001-0021,rear wheel axle,后轮轴,彩 锌 L=794 含盘头平键A型5*45/5*32 各2只,76.5,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""S70"", ""section"": null, ""variant"": null, ""callout_no"": ""1"", ""confidence"": ""high"", ""model_code"": ""S70""}]"
505002-0014,flat key,后轮轴平键,银 色 圆头条形5*45,8.5,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""S70"", ""section"": null, ""variant"": null, ""callout_no"": ""1-1"", ""confidence"": ""high"", ""model_code"": ""S70""}]"
505002-0015,flat key,后轮轴平键,银 色 圆头条形5*32,8.5,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""S70"", ""section"": null, ""variant"": null, ""callout_no"": ""1-2"", ""confidence"": ""high"", ""model_code"": ""S70""}]"
907001-0033,bearing,轴承,6004RS,17,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""S70"", ""section"": null, ""variant"": null, ""callout_no"": ""2"", ""confidence"": ""high"", ""model_code"": ""S70""}]"
205003-0009,rear sprocket base,后链盘座,兰白锌 Ф58*32,30.6,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""S70"", ""section"": null, ""variant"": null, ""callout_no"": ""3"", ""confidence"": ""high"", ""model_code"": ""S70""}]"
205001-0043,rear sprocket,钢制后链轮,彩锌 35/59齿 XY 35-59T,34,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""S70"", ""section"": null, ""variant"": null, ""callout_no"": ""4"", ""confidence"": ""high"", ""model_code"": ""S70""}]"
